Invoice ID,Branch,City,Customer type,Gender
364-33-8584,B,Mandalay,Member,Female
665-63-9737,B,Mandalay,Normal,Male
695-09-5146,B,Mandalay,Member,Female
155-45-3814,C,Naypyitaw,Member,Female
794-32-2436,B,Mandalay,Member,Male
131-15-8856,C,Naypyitaw,Member,Female
273-84-2164,C,Naypyitaw,Member,Male
706-36-6154,A,Yangon,Member,Male
778-89-7974,C,Naypyitaw,Normal,Male
574-31-8277,B,Mandalay,Member,Male
859-71-0933,C,Naypyitaw,Member,Female
740-11-5257,C,Naypyitaw,Normal,Male
369-82-2676,B,Mandalay,Normal,Male
563-47-4072,B,Mandalay,Normal,Female
742-04-5161,A,Yangon,Member,Male
149-15-7606,B,Mandalay,Member,Male
133-77-3154,B,Mandalay,Member,Male
169-52-4504,A,Yangon,Normal,Female
250-81-7186,C,Naypyitaw,Normal,Female
562-12-5430,A,Yangon,Member,Female
816-72-8853,A,Yangon,Member,Female
491-38-3499,A,Yangon,Member,Male
322-02-2271,B,Mandalay,Normal,Female
842-29-4695,C,Naypyitaw,Member,Male
725-67-2480,B,Mandalay,Member,Female
641-51-2661,C,Naypyitaw,Member,Female
714-02-3114,C,Naypyitaw,Normal,Female
518-17-2983,A,Yangon,Normal,Female
779-42-2410,B,Mandalay,Member,Male
190-14-3147,B,Mandalay,Normal,Female
408-66-6712,C,Naypyitaw,Member,Female
679-22-6530,B,Mandalay,Normal,Female
588-47-8641,A,Yangon,Member,Male
642-61-4706,B,Mandalay,Member,Male
576-31-4774,B,Mandalay,Normal,Female
556-41-6224,C,Naypyitaw,Normal,Male
811-03-8790,A,Yangon,Normal,Female
242-11-3142,B,Mandalay,Member,Male
752-23-3760,B,Mandalay,Member,Female
274-05-5470,A,Yangon,Member,Female
648-94-3045,C,Naypyitaw,Normal,Male
130-67-4723,A,Yangon,Member,Male
528-87-5606,B,Mandalay,Member,Female
320-85-2052,B,Mandalay,Normal,Female
370-96-0655,C,Naypyitaw,Normal,Female
105-10-6182,A,Yangon,Member,Male
510-79-0415,B,Mandalay,Member,Female
241-96-5076,B,Mandalay,Member,Female
767-97-4650,B,Mandalay,Member,Female
648-83-1321,A,Yangon,Member,Male
173-57-2300,C,Naypyitaw,Member,Male
305-03-2383,A,Yangon,Normal,Female
394-55-6384,C,Naypyitaw,Member,Female
266-20-6657,C,Naypyitaw,Member,Male
689-05-1884,A,Yangon,Member,Male
196-01-2849,C,Naypyitaw,Member,Female
372-62-5264,C,Naypyitaw,Normal,Female
800-09-8606,A,Yangon,Member,Female
182-52-7000,A,Yangon,Member,Female
826-58-8051,B,Mandalay,Normal,Male
868-06-0466,A,Yangon,Member,Male
751-41-9720,C,Naypyitaw,Normal,Male
626-43-7888,C,Naypyitaw,Normal,Female
176-64-7711,B,Mandalay,Normal,Male
191-29-0321,B,Mandalay,Member,Female
729-06-2010,B,Mandalay,Member,Male
640-48-5028,B,Mandalay,Member,Female
186-79-9562,B,Mandalay,Normal,Male
834-45-5519,B,Mandalay,Normal,Female
162-65-8559,C,Naypyitaw,Member,Male
760-27-5490,C,Naypyitaw,Normal,Male
445-30-9252,A,Yangon,Normal,Male
786-94-2700,A,Yangon,Member,Male
728-88-7867,C,Naypyitaw,Member,Female
183-21-3799,C,Naypyitaw,Normal,Female
268-20-3585,C,Naypyitaw,Normal,Female
735-32-9839,C,Naypyitaw,Member,Male
258-92-7466,A,Yangon,Normal,Female
857-16-3520,A,Yangon,Member,Female
482-17-1179,A,Yangon,Member,Male
788-21-5741,A,Yangon,Normal,Male
821-14-9046,B,Mandalay,Member,Female
418-05-0656,B,Mandalay,Normal,Female
678-79-0726,C,Naypyitaw,Member,Female
776-68-1096,B,Mandalay,Normal,Male
592-46-1692,C,Naypyitaw,Member,Female
434-35-9162,B,Mandalay,Member,Male
149-14-0304,C,Naypyitaw,Member,Female
442-44-6497,C,Naypyitaw,Member,Male
174-64-0215,B,Mandalay,Normal,Male
210-74-9613,C,Naypyitaw,Normal,Male
299-29-0180,B,Mandalay,Member,Female
247-11-2470,A,Yangon,Member,Female
635-28-5728,A,Yangon,Normal,Male
756-49-0168,A,Yangon,Member,Male
438-23-1242,B,Mandalay,Normal,Male
238-45-6950,B,Mandalay,Member,Male
607-65-2441,C,Naypyitaw,Member,Male
386-27-7606,C,Naypyitaw,Member,Female
137-63-5492,C,Naypyitaw,Normal,Male
197-77-7132,B,Mandalay,Member,Male
805-86-0265,A,Yangon,Normal,Male
733-29-1227,C,Naypyitaw,Normal,Male
451-73-2711,C,Naypyitaw,Normal,Male
373-14-0504,A,Yangon,Member,Female
546-80-2899,A,Yangon,Member,Male
345-68-9016,C,Naypyitaw,Member,Female
390-17-5806,C,Naypyitaw,Member,Female
457-13-1708,B,Mandalay,Member,Male
664-14-2882,C,Naypyitaw,Member,Female
487-79-6868,B,Mandalay,Member,Female
314-23-4520,C,Naypyitaw,Member,Male
210-30-7976,B,Mandalay,Member,Female
585-86-8361,A,Yangon,Normal,Female
807-14-7833,A,Yangon,Member,Female
775-72-1988,B,Mandalay,Normal,Male
288-38-3758,C,Naypyitaw,Member,Female
652-43-6591,A,Yangon,Normal,Female
785-96-0615,B,Mandalay,Member,Female
406-46-7107,A,Yangon,Normal,Female
250-17-5703,A,Yangon,Member,Male
156-95-3964,A,Yangon,Normal,Female
842-40-8179,B,Mandalay,Member,Female
525-09-8450,B,Mandalay,Normal,Male
410-67-1709,A,Yangon,Member,Female
587-73-4862,A,Yangon,Member,Female
787-87-2010,A,Yangon,Member,Male
593-14-4239,B,Mandalay,Normal,Female
801-88-0346,C,Naypyitaw,Normal,Female
388-76-2555,B,Mandalay,Normal,Male
711-31-1234,B,Mandalay,Normal,Female
886-54-6089,A,Yangon,Normal,Female
707-32-7409,B,Mandalay,Member,Female
759-98-4285,C,Naypyitaw,Member,Female
201-63-8275,C,Naypyitaw,Member,Female
471-06-8611,C,Naypyitaw,Normal,Female
200-16-5952,C,Naypyitaw,Member,Male
120-54-2248,B,Mandalay,Normal,Female
102-77-2261,C,Naypyitaw,Member,Male
875-31-8302,B,Mandalay,Normal,Male
102-06-2002,C,Naypyitaw,Member,Male
457-94-0464,B,Mandalay,Member,Male
629-42-4133,C,Naypyitaw,Normal,Male
534-53-3526,A,Yangon,Normal,Female
307-04-2070,A,Yangon,Member,Female
468-99-7231,C,Naypyitaw,Normal,Female
516-77-6464,C,Naypyitaw,Member,Female
404-91-5964,A,Yangon,Normal,Male
886-77-9084,C,Naypyitaw,Normal,Male
790-38-4466,C,Naypyitaw,Normal,Female
704-10-4056,C,Naypyitaw,Member,Male
497-37-6538,A,Yangon,Normal,Male
651-96-5970,A,Yangon,Normal,Male
400-80-4065,C,Naypyitaw,Member,Male
744-16-7898,B,Mandalay,Normal,Female
263-12-5321,A,Yangon,Member,Male
702-72-0487,A,Yangon,Normal,Female
605-83-1050,B,Mandalay,Normal,Male
443-60-9639,C,Naypyitaw,Member,Female
864-24-7918,A,Yangon,Member,Female
359-94-5395,B,Mandalay,Normal,Male
401-09-4232,C,Naypyitaw,Member,Male
751-15-6198,B,Mandalay,Normal,Male
324-41-6833,C,Naypyitaw,Member,Female
474-33-8305,C,Naypyitaw,Member,Male
759-29-9521,A,Yangon,Member,Female
831-81-6575,B,Mandalay,Member,Female
220-68-6701,A,Yangon,Normal,Female
618-34-8551,A,Yangon,Normal,Female
257-60-7754,A,Yangon,Normal,Female
559-61-5987,B,Mandalay,Normal,Female
189-55-2313,C,Naypyitaw,Normal,Female
565-91-4567,B,Mandalay,Normal,Male
380-60-5336,A,Yangon,Normal,Female
815-04-6282,C,Naypyitaw,Member,Female
674-56-6360,A,Yangon,Normal,Male
778-34-2523,A,Yangon,Member,Female
499-27-7781,B,Mandalay,Normal,Female
477-59-2456,C,Naypyitaw,Normal,Female
832-51-6761,A,Yangon,Normal,Male
869-11-3082,B,Mandalay,Member,Male
190-59-3964,B,Mandalay,Member,Male
366-43-6862,B,Mandalay,Normal,Male
186-43-8965,A,Yangon,Member,Female
784-21-9238,C,Naypyitaw,Member,Male
276-75-6884,A,Yangon,Normal,Female
109-86-4363,B,Mandalay,Member,Female
569-76-2760,A,Yangon,Member,Female
222-42-0244,B,Mandalay,Member,Female
760-53-9233,A,Yangon,Member,Male
538-22-0304,C,Naypyitaw,Normal,Male
416-17-9926,A,Yangon,Member,Female
237-44-6163,A,Yangon,Normal,Male
636-17-0325,B,Mandalay,Normal,Male
343-75-9322,B,Mandalay,Member,Female
528-14-9470,A,Yangon,Member,Male
427-45-9297,B,Mandalay,Member,Female
807-34-3742,A,Yangon,Normal,Male
288-62-1085,A,Yangon,Member,Male
670-71-7306,B,Mandalay,Normal,Male
660-29-7083,C,Naypyitaw,Normal,Male
271-77-8740,C,Naypyitaw,Member,Female
497-36-0989,A,Yangon,Normal,Male
291-59-1384,B,Mandalay,Normal,Male
860-73-6466,A,Yangon,Member,Female
549-23-9016,C,Naypyitaw,Member,Female
896-34-0956,A,Yangon,Normal,Male
804-38-3935,A,Yangon,Member,Male
585-90-0249,A,Yangon,Member,Male
862-29-5914,C,Naypyitaw,Normal,Female
845-94-6841,C,Naypyitaw,Member,Female
125-45-2293,A,Yangon,Normal,Female
843-73-4724,A,Yangon,Normal,Male
409-33-9708,A,Yangon,Normal,Female
658-66-3967,C,Naypyitaw,Normal,Male
866-70-2814,B,Mandalay,Normal,Female
160-22-2687,A,Yangon,Member,Female
895-03-6665,B,Mandalay,Normal,Female
770-42-8960,B,Mandalay,Normal,Male
748-45-2862,A,Yangon,Member,Female
234-36-2483,B,Mandalay,Normal,Male
316-66-3011,A,Yangon,Member,Female
848-95-6252,C,Naypyitaw,Member,Female
840-76-5966,A,Yangon,Member,Male
152-03-4217,B,Mandalay,Normal,Female
533-66-5566,B,Mandalay,Normal,Female
124-31-1458,A,Yangon,Member,Female
176-78-1170,C,Naypyitaw,Member,Male
361-59-0574,B,Mandalay,Member,Male
101-81-4070,C,Naypyitaw,Member,Female
631-34-1880,C,Naypyitaw,Member,Male
852-82-2749,A,Yangon,Normal,Male
873-14-6353,A,Yangon,Member,Male
584-66-4073,C,Naypyitaw,Normal,Male
544-55-9589,B,Mandalay,Member,Female
166-19-2553,A,Yangon,Member,Male
737-88-5876,A,Yangon,Member,Male
154-87-7367,C,Naypyitaw,Normal,Male
885-56-0389,C,Naypyitaw,Member,Male
608-05-3804,B,Mandalay,Member,Male
448-61-3783,A,Yangon,Normal,Female
761-49-0439,B,Mandalay,Member,Female
490-95-0021,B,Mandalay,Member,Female
115-38-7388,C,Naypyitaw,Member,Female
311-13-6971,B,Mandalay,Member,Male
291-55-6563,A,Yangon,Member,Female
548-48-3156,A,Yangon,Member,Female
460-93-5834,A,Yangon,Normal,Male
325-89-4209,A,Yangon,Member,Male
884-80-6021,A,Yangon,Member,Female
137-74-8729,C,Naypyitaw,Normal,Female
880-46-5796,A,Yangon,Member,Male
389-70-2397,C,Naypyitaw,Normal,Female
114-35-5271,B,Mandalay,Normal,Female
607-76-6216,C,Naypyitaw,Member,Female
715-20-1673,B,Mandalay,Normal,Male
811-35-1094,B,Mandalay,Member,Male
699-88-1972,B,Mandalay,Normal,Male
781-84-8059,C,Naypyitaw,Normal,Male
409-49-6995,C,Naypyitaw,Member,Female
725-54-0677,C,Naypyitaw,Member,Male
146-09-5432,A,Yangon,Member,Male
377-79-7592,C,Naypyitaw,Member,Female
509-10-0516,B,Mandalay,Normal,Male
595-94-9924,A,Yangon,Member,Female
865-41-9075,A,Yangon,Normal,Male
545-07-8534,C,Naypyitaw,Normal,Female
118-62-1812,C,Naypyitaw,Member,Female
450-42-3339,C,Naypyitaw,Normal,Male
851-98-3555,B,Mandalay,Normal,Female
186-71-5196,A,Yangon,Member,Female
624-01-8356,B,Mandalay,Normal,Female
313-66-9943,B,Mandalay,Member,Female
151-27-8496,C,Naypyitaw,Normal,Female
453-33-6436,A,Yangon,Normal,Female
522-57-8364,A,Yangon,Member,Male
459-45-2396,A,Yangon,Member,Female
717-96-4189,C,Naypyitaw,Normal,Female
722-13-2115,C,Naypyitaw,Member,Male
749-81-8133,A,Yangon,Normal,Female
777-67-2495,B,Mandalay,Normal,Male
636-98-3364,B,Mandalay,Member,Female
246-55-6923,C,Naypyitaw,Member,Female
181-82-6255,B,Mandalay,Normal,Female
838-02-1821,C,Naypyitaw,Member,Female
887-42-0517,C,Naypyitaw,Normal,Female
457-12-0244,C,Naypyitaw,Member,Female
226-34-0034,B,Mandalay,Normal,Female
321-49-7382,B,Mandalay,Member,Male
397-25-8725,A,Yangon,Member,Female
431-66-2305,B,Mandalay,Normal,Female
825-94-5922,B,Mandalay,Normal,Male
641-62-7288,B,Mandalay,Normal,Male
756-93-1854,C,Naypyitaw,Member,Female
243-55-8457,A,Yangon,Normal,Female
458-10-8612,C,Naypyitaw,Normal,Male
501-61-1753,B,Mandalay,Normal,Female
235-06-8510,C,Naypyitaw,Member,Male
433-08-7822,C,Naypyitaw,Normal,Female
361-85-2571,A,Yangon,Normal,Female
131-70-8179,A,Yangon,Member,Female
500-02-2261,C,Naypyitaw,Normal,Female
720-72-2436,A,Yangon,Normal,Male
702-83-5291,C,Naypyitaw,Member,Male
809-69-9497,A,Yangon,Normal,Female
449-16-6770,A,Yangon,Normal,Male
333-23-2632,A,Yangon,Member,Male
489-82-1237,A,Yangon,Normal,Female
859-97-6048,C,Naypyitaw,Member,Male
676-10-2200,B,Mandalay,Member,Male
373-88-1424,C,Naypyitaw,Member,Male
365-16-4334,B,Mandalay,Normal,Female
503-21-4385,B,Mandalay,Member,Male
305-89-2768,B,Mandalay,Member,Female
574-80-1489,B,Mandalay,Member,Female
784-08-0310,C,Naypyitaw,Member,Female
200-40-6154,B,Mandalay,Member,Male
846-10-0341,A,Yangon,Normal,Female
577-34-7579,C,Naypyitaw,Member,Male
430-02-3888,B,Mandalay,Normal,Male
867-47-1948,C,Naypyitaw,Normal,Female
384-59-6655,A,Yangon,Member,Female
256-58-3609,C,Naypyitaw,Member,Male
324-92-3863,A,Yangon,Member,Male
593-08-5916,A,Yangon,Normal,Female
364-34-2972,C,Naypyitaw,Member,Male
794-42-3736,B,Mandalay,Normal,Male
172-42-8274,B,Mandalay,Normal,Female
558-60-5016,A,Yangon,Normal,Female
195-06-0432,A,Yangon,Member,Male
605-03-2706,A,Yangon,Normal,Female
214-30-2776,B,Mandalay,Member,Female
746-04-1077,B,Mandalay,Member,Female
448-34-8700,B,Mandalay,Member,Male
452-04-8808,B,Mandalay,Normal,Male
531-56-4728,A,Yangon,Normal,Male
744-82-9138,C,Naypyitaw,Normal,Male
883-69-1285,B,Mandalay,Member,Male
221-25-5073,A,Yangon,Normal,Female
518-71-6847,B,Mandalay,Member,Male
156-20-0370,B,Mandalay,Normal,Female
151-33-7434,B,Mandalay,Normal,Female
728-47-9078,C,Naypyitaw,Member,Male
809-46-1866,A,Yangon,Normal,Male
139-32-4183,A,Yangon,Member,Female
148-41-7930,C,Naypyitaw,Normal,Male
189-40-5216,C,Naypyitaw,Normal,Male
374-38-5555,B,Mandalay,Normal,Female
764-44-8999,B,Mandalay,Normal,Female
552-44-5977,B,Mandalay,Member,Male
267-62-7380,C,Naypyitaw,Member,Male
430-53-4718,B,Mandalay,Member,Male
886-18-2897,A,Yangon,Normal,Female
602-16-6955,B,Mandalay,Normal,Female
745-74-0715,A,Yangon,Normal,Male
690-01-6631,B,Mandalay,Normal,Male
652-49-6720,C,Naypyitaw,Member,Female
233-67-5758,C,Naypyitaw,Normal,Male
303-96-2227,B,Mandalay,Normal,Female
727-02-1313,A,Yangon,Member,Male
347-56-2442,A,Yangon,Normal,Male
849-09-3807,A,Yangon,Member,Female
